category,price,quantity,payment_method,device_type,channel,order_year,order_month,order_day,order_dayofweek,order_hour,shipping_year,shipping_month,shipping_day,shipping_time,cluster
Beauty,237.47,1,Google Pay,Mobile,Organic,2024,10,21,0,14,2024,10,22,1,1
Home,102.9,3,Credit Card,Tablet,Social,2024,10,21,0,14,2024,10,28,7,1
Books,151.52,2,PayPal,Mobile,Social,2024,10,21,0,14,2024,10,23,2,1
Beauty,40.92,1,Apple Pay,Tablet,Paid Search,2024,10,21,0,14,2024,10,23,2,1
Home,124.12,2,Google Pay,Mobile,Email,2024,10,22,1,14,2024,10,23,1,1
Toys,417.01,1,Credit Card,Mobile,Email,2024,10,22,1,14,2024,10,28,6,1
Beauty,255.0,2,Apple Pay,Mobile,Email,2024,10,22,1,14,2024,10,26,4,1
Beauty,16.67,2,Debit Card,Desktop,Paid Search,2024,10,22,1,14,2024,10,23,1,1
Clothing,278.8,1,Credit Card,Mobile,Paid Search,2024,10,22,1,14,2024,10,26,4,1
Toys,74.21,3,Credit Card,Tablet,Paid Search,2024,10,22,1,14,2024,10,24,2,1
Toys,356.09,2,PayPal,Mobile,Social,2024,10,22,1,14,2024,10,25,3,1
Electronics,456.19,5,PayPal,Desktop,Organic,2024,10,22,1,14,2024,10,29,7,1
Books,427.6,1,PayPal,Tablet,Organic,2024,10,22,1,14,2024,10,23,1,1
Beauty,398.53,1,PayPal,Desktop,Social,2024,10,22,1,14,2024,10,26,4,1
Toys,380.74,1,PayPal,Mobile,Paid Search,2024,10,22,1,14,2024,10,28,6,1
Electronics,343.26,3,Credit Card,Mobile,Organic,2024,10,22,1,14,2024,10,26,4,1
Beauty,371.43,5,Credit Card,Desktop,Email,2024,10,22,1,14,2024,10,24,2,1
Books,339.33,6,Google Pay,Tablet,Paid Search,2024,10,22,1,14,2024,10,25,3,1
Books,312.94,2,Debit Card,Desktop,Paid Search,2024,10,22,1,14,2024,10,29,7,1
Electronics,434.69,5,Google Pay,Tablet,Paid Search,2024,10,22,1,14,2024,10,27,5,1
Beauty,371.75,1,Google Pay,Mobile,Email,2024,10,22,1,14,2024,10,27,5,1
Clothing,422.98,1,Debit Card,Mobile,Social,2024,10,22,1,14,2024,10,29,7,1
Clothing,25.91,4,Credit Card,Desktop,Paid Search,2024,10,22,1,14,2024,10,28,6,1
Electronics,87.08,1,Google Pay,Desktop,Social,2024,10,22,1,14,2024,10,24,2,1
Clothing,423.97,1,Apple Pay,Desktop,Organic,2024,10,22,1,14,2024,10,25,3,1
Beauty,81.0,4,Credit Card,Desktop,Paid Search,2024,10,22,1,14,2024,10,29,7,1
Clothing,309.24,1,Apple Pay,Tablet,Email,2024,10,22,1,14,2024,10,26,4,1
Clothing,393.3,2,PayPal,Mobile,Organic,2024,10,22,1,14,2024,10,29,7,1
Books,242.36,4,Apple Pay,Desktop,Email,2024,10,22,1,14,2024,10,23,1,1
Home,498.02,2,Debit Card,Mobile,Social,2024,10,22,1,14,2024,10,28,6,1
Electronics,414.36,1,Apple Pay,Desktop,Social,2024,10,22,1,14,2024,10,27,5,1
Electronics,319.34,1,PayPal,Tablet,Email,2024,10,22,1,14,2024,10,27,5,1
Books,375.52,2,Credit Card,Tablet,Email,2024,10,23,2,14,2024,10,24,1,1
Home,490.63,2,Apple Pay,Desktop,Email,2024,10,23,2,14,2024,10,27,4,1
Books,72.22,1,PayPal,Mobile,Organic,2024,10,23,2,14,2024,10,30,7,1
Clothing,46.99,2,Apple Pay,Desktop,Paid Search,2024,10,23,2,14,2024,10,28,5,1
Electronics,27.28,2,Google Pay,Desktop,Paid Search,2024,10,23,2,14,2024,10,24,1,1
Electronics,269.39,1,Debit Card,Desktop,Social,2024,10,23,2,14,2024,10,27,4,1
Toys,356.44,1,Debit Card,Desktop,Organic,2024,10,23,2,14,2024,10,28,5,1
Books,251.13,1,PayPal,Desktop,Paid Search,2024,10,23,2,14,2024,10,30,7,1
Beauty,38.93,3,Debit Card,Tablet,Social,2024,10,23,2,14,2024,10,24,1,1
Clothing,122.85,1,PayPal,Mobile,Paid Search,2024,10,23,2,14,2024,10,24,1,1
Beauty,151.53,3,Credit Card,Desktop,Social,2024,10,23,2,14,2024,10,28,5,1
Books,161.48,3,Apple Pay,Mobile,Email,2024,10,23,2,14,2024,10,30,7,1
Clothing,466.13,1,Google Pay,Desktop,Paid Search,2024,10,23,2,14,2024,10,25,2,1
Beauty,218.39,2,Debit Card,Tablet,Organic,2024,10,23,2,14,2024,10,27,4,1
Clothing,98.34,2,Credit Card,Mobile,Organic,2024,10,23,2,14,2024,10,29,6,1
Books,115.45,2,Google Pay,Mobile,Paid Search,2024,10,23,2,14,2024,10,24,1,1
Toys,179.94,5,Debit Card,Mobile,Email,2024,10,23,2,14,2024,10,27,4,1
Clothing,480.7,1,Google Pay,Desktop,Paid Search,2024,10,23,2,14,2024,10,25,2,1
Home,257.89,1,Debit Card,Tablet,Social,2024,10,23,2,14,2024,10,24,1,1
Electronics,456.81,4,Credit Card,Mobile,Social,2024,10,23,2,14,2024,10,29,6,1
Electronics,442.15,2,PayPal,Tablet,Organic,2024,10,23,2,14,2024,10,30,7,1
Beauty,408.81,1,Google Pay,Tablet,Paid Search,2024,10,23,2,14,2024,10,25,2,1
Electronics,363.48,2,Credit Card,Tablet,Organic,2024,10,23,2,14,2024,10,25,2,1
Clothing,288.84,3,PayPal,Mobile,Paid Search,2024,10,23,2,14,2024,10,26,3,1
Toys,16.53,1,Apple Pay,Desktop,Organic,2024,10,23,2,14,2024,10,28,5,1
Electronics,189.8,2,PayPal,Mobile,Social,2024,10,23,2,14,2024,10,26,3,1
Books,144.54,4,Apple Pay,Desktop,Email,2024,10,23,2,14,2024,10,28,5,1
Beauty,172.73,3,Google Pay,Tablet,Organic,2024,10,23,2,14,2024,10,25,2,1
Beauty,285.16,4,Google Pay,Tablet,Email,2024,10,23,2,14,2024,10,28,5,1
Electronics,134.93,1,Google Pay,Mobile,Email,2024,10,23,2,14,2024,10,26,3,1
Toys,94.97,2,Apple Pay,Mobile,Organic,2024,10,23,2,14,2024,10,29,6,1
Books,456.53,3,Credit Card,Desktop,Organic,2024,10,24,3,14,2024,10,25,1,1
Beauty,48.95,1,Apple Pay,Desktop,Email,2024,10,24,3,14,2024,10,28,4,1
Clothing,53.68,2,Debit Card,Desktop,Organic,2024,10,24,3,14,2024,10,26,2,1
Electronics,314.48,1,Google Pay,Mobile,Organic,2024,10,24,3,14,2024,10,28,4,1
Toys,205.88,1,Google Pay,Tablet,Organic,2024,10,24,3,14,2024,10,29,5,1
Clothing,144.72,2,PayPal,Mobile,Social,2024,10,24,3,14,2024,10,30,6,1
Books,227.6,7,Credit Card,Desktop,Social,2024,10,24,3,14,2024,10,27,3,1
Electronics,370.74,1,PayPal,Tablet,Social,2024,10,24,3,14,2024,10,30,6,1
Electronics,339.0,2,Credit Card,Desktop,Email,2024,10,24,3,14,2024,10,27,3,1
Electronics,374.68,1,Debit Card,Desktop,Email,2024,10,24,3,14,2024,10,25,1,1
Toys,112.65,1,Debit Card,Tablet,Organic,2024,10,24,3,14,2024,10,25,1,1
Electronics,423.61,1,Credit Card,Desktop,Social,2024,10,24,3,14,2024,10,25,1,1
Beauty,461.94,2,PayPal,Desktop,Social,2024,10,24,3,14,2024,10,25,1,1
Toys,447.3,2,PayPal,Desktop,Social,2024,10,24,3,14,2024,10,28,4,1
Clothing,54.37,2,Debit Card,Tablet,Email,2024,10,24,3,14,2024,10,26,2,1
Electronics,404.23,2,Apple Pay,Tablet,Organic,2024,10,24,3,14,2024,10,30,6,1
Electronics,323.44,2,Apple Pay,Desktop,Social,2024,10,24,3,14,2024,10,25,1,1
Beauty,302.16,1,PayPal,Tablet,Social,2024,10,24,3,14,2024,10,25,1,1
Toys,380.73,3,PayPal,Mobile,Organic,2024,10,24,3,14,2024,10,27,3,1
Toys,134.02,1,Google Pay,Tablet,Email,2024,10,24,3,14,2024,10,31,7,1
Electronics,319.96,2,Debit Card,Desktop,Social,2024,10,24,3,14,2024,10,27,3,1
Home,331.25,2,Google Pay,Tablet,Paid Search,2024,10,24,3,14,2024,10,25,1,1
Home,415.81,3,Debit Card,Mobile,Email,2024,10,24,3,14,2024,10,31,7,1
Clothing,131.41,2,Credit Card,Tablet,Organic,2024,10,24,3,14,2024,10,28,4,1
Clothing,19.3,1,PayPal,Tablet,Organic,2024,10,24,3,14,2024,10,31,7,1
Home,98.43,2,Debit Card,Desktop,Organic,2024,10,24,3,14,2024,10,28,4,1
Books,282.05,3,Credit Card,Tablet,Email,2024,10,24,3,14,2024,10,27,3,1
Books,170.1,4,Credit Card,Desktop,Paid Search,2024,10,24,3,14,2024,10,31,7,1
Beauty,195.51,1,PayPal,Desktop,Email,2024,10,24,3,14,2024,10,31,7,1
Electronics,212.61,3,Debit Card,Tablet,Organic,2024,10,24,3,14,2024,10,25,1,1
Clothing,244.78,2,Apple Pay,Mobile,Email,2024,10,24,3,14,2024,10,26,2,1
Toys,302.96,1,Credit Card,Desktop,Paid Search,2024,10,24,3,14,2024,10,31,7,1
Toys,313.72,1,PayPal,Tablet,Email,2024,10,24,3,14,2024,10,31,7,1
Clothing,58.2,4,Credit Card,Tablet,Social,2024,10,24,3,14,2024,10,30,6,1
Books,488.1,3,Credit Card,Tablet,Organic,2024,10,24,3,14,2024,10,31,7,1
Beauty,422.69,1,Credit Card,Mobile,Social,2024,10,24,3,14,2024,10,29,5,1
Electronics,99.28,2,Google Pay,Mobile,Social,2024,10,24,3,14,2024,10,28,4,1
Toys,356.65,1,Apple Pay,Desktop,Email,2024,10,24,3,14,2024,10,28,4,1
Electronics,26.56,2,PayPal,Desktop,Email,2024,10,24,3,14,2024,10,26,2,1
Toys,226.73,2,Google Pay,Tablet,Organic,2024,10,24,3,14,2024,10,27,3,1
Beauty,161.23,2,Google Pay,Mobile,Email,2024,10,25,4,14,2024,10,30,5,1
Books,452.35,2,Google Pay,Mobile,Paid Search,2024,10,25,4,14,2024,11,1,7,0
Books,362.17,1,Google Pay,Mobile,Email,2024,10,25,4,14,2024,10,31,6,1
Electronics,291.89,1,Debit Card,Tablet,Paid Search,2024,10,25,4,14,2024,10,29,4,1
Books,308.32,2,PayPal,Mobile,Social,2024,10,25,4,14,2024,10,31,6,1
Home,290.35,2,Debit Card,Tablet,Social,2024,10,25,4,14,2024,10,31,6,1
Toys,219.27,1,PayPal,Mobile,Paid Search,2024,10,25,4,14,2024,10,27,2,1
Books,382.9,2,PayPal,Tablet,Paid Search,2024,10,25,4,14,2024,11,1,7,0
Books,475.95,3,Apple Pay,Desktop,Email,2024,10,25,4,14,2024,10,26,1,1
Home,67.45,1,Apple Pay,Mobile,Organic,2024,10,25,4,14,2024,10,28,3,1
Clothing,93.43,1,PayPal,Mobile,Email,2024,10,25,4,14,2024,10,31,6,1
Electronics,487.81,1,Apple Pay,Mobile,Email,2024,10,25,4,14,2024,10,31,6,1
Clothing,337.38,3,Apple Pay,Tablet,Organic,2024,10,25,4,14,2024,10,31,6,1
Books,65.41,2,Debit Card,Desktop,Social,2024,10,25,4,14,2024,10,29,4,1
Books,162.52,2,Apple Pay,Tablet,Email,2024,10,25,4,14,2024,10,30,5,1
Clothing,20.19,2,Debit Card,Tablet,Organic,2024,10,25,4,14,2024,10,31,6,1
Home,395.72,2,Debit Card,Tablet,Email,2024,10,25,4,14,2024,10,31,6,1
Books,429.29,1,Credit Card,Tablet,Social,2024,10,25,4,14,2024,10,26,1,1
Books,367.88,1,Apple Pay,Tablet,Social,2024,10,25,4,14,2024,10,26,1,1
Clothing,220.0,6,Apple Pay,Desktop,Paid Search,2024,10,25,4,14,2024,10,30,5,1
Toys,335.07,1,Credit Card,Mobile,Organic,2024,10,25,4,14,2024,10,30,5,1
Beauty,328.9,1,Google Pay,Mobile,Email,2024,10,25,4,14,2024,10,29,4,1
Clothing,488.11,1,Apple Pay,Tablet,Social,2024,10,25,4,14,2024,10,29,4,1
Clothing,69.99,2,Apple Pay,Desktop,Organic,2024,10,25,4,14,2024,10,27,2,1
Toys,152.23,2,PayPal,Mobile,Email,2024,10,25,4,14,2024,10,29,4,1
Home,154.1,3,Debit Card,Desktop,Social,2024,10,25,4,14,2024,10,27,2,1
Beauty,333.9,1,Debit Card,Tablet,Email,2024,10,26,5,14,2024,10,29,3,1
Clothing,370.86,1,Debit Card,Mobile,Paid Search,2024,10,26,5,14,2024,10,27,1,1
Electronics,379.74,3,Debit Card,Desktop,Organic,2024,10,26,5,14,2024,10,30,4,1
Electronics,8.71,2,Credit Card,Desktop,Paid Search,2024,10,26,5,14,2024,10,29,3,1
Clothing,218.33,1,Debit Card,Tablet,Paid Search,2024,10,26,5,14,2024,11,2,7,0
Beauty,28.15,1,PayPal,Tablet,Paid Search,2024,10,26,5,14,2024,10,30,4,1
Books,423.22,2,Apple Pay,Desktop,Social,2024,10,26,5,14,2024,11,1,6,0
Home,469.09,2,Credit Card,Mobile,Paid Search,2024,10,26,5,14,2024,10,29,3,1
Electronics,487.55,3,Apple Pay,Desktop,Paid Search,2024,10,26,5,14,2024,11,1,6,0
Electronics,28.05,3,PayPal,Tablet,Social,2024,10,26,5,14,2024,10,27,1,1
Toys,374.49,4,Debit Card,Desktop,Email,2024,10,26,5,14,2024,10,30,4,1
Books,256.37,1,Apple Pay,Desktop,Organic,2024,10,26,5,14,2024,11,1,6,0
Beauty,263.39,1,Apple Pay,Tablet,Email,2024,10,26,5,14,2024,11,1,6,0
Books,32.59,1,Credit Card,Desktop,Email,2024,10,26,5,14,2024,11,2,7,0
Electronics,137.2,2,Debit Card,Tablet,Organic,2024,10,26,5,14,2024,11,2,7,0
Beauty,380.3,1,PayPal,Mobile,Paid Search,2024,10,26,5,14,2024,10,27,1,1
Home,33.35,3,Debit Card,Desktop,Paid Search,2024,10,26,5,14,2024,11,2,7,0
Electronics,311.0,3,Debit Card,Tablet,Email,2024,10,26,5,14,2024,10,27,1,1
Clothing,387.13,3,Credit Card,Tablet,Social,2024,10,26,5,14,2024,10,28,2,1
Electronics,402.33,1,Google Pay,Mobile,Email,2024,10,26,5,14,2024,10,31,5,1
Books,32.17,2,PayPal,Desktop,Email,2024,10,26,5,14,2024,11,1,6,0
Books,270.97,1,Debit Card,Desktop,Paid Search,2024,10,26,5,14,2024,11,2,7,0
Electronics,319.71,1,Apple Pay,Tablet,Social,2024,10,26,5,14,2024,11,1,6,0
Books,270.44,4,Apple Pay,Tablet,Social,2024,10,26,5,14,2024,10,31,5,1
Beauty,165.61,4,PayPal,Tablet,Organic,2024,10,26,5,14,2024,10,28,2,1
Clothing,475.43,2,Credit Card,Desktop,Social,2024,10,26,5,14,2024,10,31,5,1
Electronics,46.62,2,PayPal,Desktop,Paid Search,2024,10,26,5,14,2024,10,30,4,1
Electronics,175.71,3,Apple Pay,Desktop,Paid Search,2024,10,26,5,14,2024,10,30,4,1
Beauty,443.84,1,Credit Card,Tablet,Social,2024,10,27,6,14,2024,10,31,4,1
Clothing,89.61,4,PayPal,Desktop,Organic,2024,10,27,6,14,2024,10,29,2,1
Beauty,367.04,3,PayPal,Tablet,Organic,2024,10,27,6,14,2024,10,28,1,1
Electronics,473.06,3,Apple Pay,Mobile,Organic,2024,10,27,6,14,2024,10,29,2,1
Clothing,343.48,3,Google Pay,Mobile,Social,2024,10,27,6,14,2024,10,28,1,1
Toys,203.96,2,Apple Pay,Tablet,Social,2024,10,27,6,14,2024,10,31,4,1
Books,97.71,4,Debit Card,Mobile,Social,2024,10,27,6,14,2024,11,2,6,0
Toys,83.99,1,Google Pay,Desktop,Organic,2024,10,27,6,14,2024,11,3,7,0
Books,25.25,1,Apple Pay,Mobile,Email,2024,10,27,6,14,2024,10,29,2,1
Beauty,256.09,3,Debit Card,Mobile,Email,2024,10,27,6,14,2024,11,3,7,0
Electronics,92.83,6,Debit Card,Mobile,Email,2024,10,27,6,14,2024,10,29,2,1
Beauty,31.5,1,PayPal,Desktop,Organic,2024,10,27,6,14,2024,10,29,2,1
Home,422.06,3,Google Pay,Mobile,Email,2024,10,27,6,14,2024,10,28,1,1
Toys,340.64,3,Credit Card,Tablet,Social,2024,10,27,6,14,2024,10,30,3,1
Books,99.12,2,Google Pay,Desktop,Email,2024,10,27,6,14,2024,10,28,1,1
Beauty,315.26,4,Google Pay,Tablet,Organic,2024,10,27,6,14,2024,10,28,1,1
Books,63.67,1,Apple Pay,Tablet,Email,2024,10,27,6,14,2024,10,30,3,1
Clothing,319.28,2,Debit Card,Tablet,Organic,2024,10,27,6,14,2024,10,29,2,1
Books,8.78,3,Google Pay,Desktop,Paid Search,2024,10,27,6,14,2024,11,2,6,0
Clothing,451.58,2,PayPal,Desktop,Organic,2024,10,27,6,14,2024,10,29,2,1
Books,168.93,1,Google Pay,Tablet,Social,2024,10,27,6,14,2024,11,3,7,0
Beauty,245.75,1,PayPal,Tablet,Social,2024,10,27,6,14,2024,11,1,5,0
Beauty,417.85,3,Apple Pay,Mobile,Social,2024,10,28,0,14,2024,11,4,7,0
Clothing,328.7,3,Apple Pay,Tablet,Paid Search,2024,10,28,0,14,2024,10,29,1,1
Clothing,291.33,3,Google Pay,Tablet,Paid Search,2024,10,28,0,14,2024,11,3,6,0
Home,207.22,2,Debit Card,Desktop,Email,2024,10,28,0,14,2024,10,29,1,1
Electronics,466.43,3,Google Pay,Mobile,Social,2024,10,28,0,14,2024,11,1,4,0
Electronics,274.55,3,Google Pay,Mobile,Social,2024,10,28,0,14,2024,11,3,6,0
Toys,389.93,4,Debit Card,Desktop,Paid Search,2024,10,28,0,14,2024,11,2,5,0
Home,379.32,5,Google Pay,Tablet,Social,2024,10,28,0,14,2024,10,31,3,1
Home,80.16,1,Apple Pay,Mobile,Organic,2024,10,28,0,14,2024,10,30,2,1
Beauty,343.26,4,Debit Card,Mobile,Paid Search,2024,10,28,0,14,2024,11,4,7,0
Beauty,467.71,4,Apple Pay,Tablet,Social,2024,10,28,0,14,2024,11,2,5,0
Home,25.12,2,Debit Card,Mobile,Email,2024,10,28,0,14,2024,11,4,7,0
Beauty,323.05,2,PayPal,Desktop,Email,2024,10,28,0,14,2024,10,30,2,1
Electronics,342.01,1,Apple Pay,Tablet,Email,2024,10,28,0,14,2024,11,4,7,0
Clothing,122.43,1,PayPal,Desktop,Organic,2024,10,28,0,14,2024,11,3,6,0
Electronics,199.71,1,PayPal,Tablet,Paid Search,2024,10,28,0,14,2024,11,3,6,0
Toys,456.73,1,PayPal,Mobile,Paid Search,2024,10,28,0,14,2024,10,30,2,1
Home,193.34,1,Google Pay,Tablet,Social,2024,10,28,0,14,2024,10,29,1,1
Clothing,222.42,1,PayPal,Tablet,Paid Search,2024,10,28,0,14,2024,10,30,2,1
Clothing,43.9,2,PayPal,Desktop,Paid Search,2024,10,28,0,14,2024,11,2,5,0
Beauty,245.78,1,PayPal,Desktop,Organic,2024,10,28,0,14,2024,11,4,7,0
Toys,388.23,2,PayPal,Tablet,Paid Search,2024,10,28,0,14,2024,10,31,3,1
Home,394.17,1,PayPal,Tablet,Paid Search,2024,10,28,0,14,2024,10,29,1,1
Toys,264.26,3,Debit Card,Mobile,Email,2024,10,28,0,14,2024,11,3,6,0
Books,487.16,1,PayPal,Desktop,Organic,2024,10,28,0,14,2024,11,4,7,0
Home,449.92,4,PayPal,Desktop,Social,2024,10,28,0,14,2024,11,4,7,0
Electronics,199.92,2,Credit Card,Tablet,Email,2024,10,28,0,14,2024,10,31,3,1
Toys,193.22,1,PayPal,Mobile,Email,2024,10,28,0,14,2024,10,29,1,1
Books,280.43,2,PayPal,Mobile,Paid Search,2024,10,29,1,14,2024,11,2,4,0
Clothing,144.34,2,Google Pay,Mobile,Social,2024,10,29,1,14,2024,10,31,2,1
Electronics,415.86,5,PayPal,Desktop,Organic,2024,10,29,1,14,2024,11,3,5,0
Electronics,485.32,1,Credit Card,Desktop,Organic,2024,10,29,1,14,2024,11,5,7,0
Beauty,487.36,2,Debit Card,Mobile,Organic,2024,10,29,1,14,2024,10,31,2,1
Home,300.97,1,Debit Card,Desktop,Organic,2024,10,29,1,14,2024,11,5,7,0
Home,358.65,4,Credit Card,Tablet,Social,2024,10,29,1,14,2024,11,4,6,0
Toys,70.88,5,Google Pay,Desktop,Social,2024,10,29,1,14,2024,11,1,3,0
Electronics,35.3,1,Google Pay,Tablet,Organic,2024,10,29,1,14,2024,11,1,3,0
Toys,172.26,2,Credit Card,Mobile,Social,2024,10,29,1,14,2024,11,3,5,0
Clothing,199.98,2,Apple Pay,Desktop,Paid Search,2024,10,29,1,14,2024,11,5,7,0
Beauty,300.2,3,Credit Card,Tablet,Paid Search,2024,10,29,1,14,2024,10,30,1,1
Clothing,182.75,1,Google Pay,Mobile,Social,2024,10,29,1,14,2024,11,1,3,0
Beauty,361.72,3,Google Pay,Mobile,Organic,2024,10,29,1,14,2024,11,4,6,0
Toys,288.98,3,PayPal,Desktop,Email,2024,10,29,1,14,2024,11,5,7,0
Home,63.43,1,Debit Card,Mobile,Email,2024,10,29,1,14,2024,11,5,7,0
Books,222.72,3,Debit Card,Desktop,Paid Search,2024,10,29,1,14,2024,11,5,7,0
Home,420.91,4,PayPal,Mobile,Email,2024,10,29,1,14,2024,10,30,1,1
Beauty,131.35,4,Debit Card,Mobile,Organic,2024,10,29,1,14,2024,11,4,6,0
Clothing,319.15,5,Credit Card,Tablet,Paid Search,2024,10,30,2,14,2024,11,5,6,0
Beauty,81.43,1,Apple Pay,Tablet,Social,2024,10,30,2,14,2024,11,3,4,0
Clothing,307.33,1,Apple Pay,Desktop,Email,2024,10,30,2,14,2024,11,4,5,0
Home,83.3,2,Credit Card,Tablet,Paid Search,2024,10,30,2,14,2024,11,6,7,0
Electronics,228.19,4,Apple Pay,Tablet,Paid Search,2024,10,30,2,14,2024,11,3,4,0
Home,75.77,1,Credit Card,Desktop,Paid Search,2024,10,30,2,14,2024,11,6,7,0
Home,165.87,1,Credit Card,Tablet,Organic,2024,10,30,2,14,2024,11,1,2,0
Toys,9.02,1,PayPal,Mobile,Social,2024,10,30,2,14,2024,11,1,2,0
Electronics,359.44,4,Credit Card,Tablet,Email,2024,10,30,2,14,2024,11,3,4,0
Electronics,152.73,2,Google Pay,Tablet,Email,2024,10,30,2,14,2024,11,3,4,0
Toys,355.3,1,Debit Card,Desktop,Social,2024,10,30,2,14,2024,11,6,7,0
Clothing,360.63,5,Apple Pay,Tablet,Social,2024,10,30,2,14,2024,11,5,6,0
Beauty,339.87,3,Apple Pay,Tablet,Paid Search,2024,10,30,2,14,2024,11,4,5,0
Books,34.28,1,Google Pay,Desktop,Organic,2024,10,30,2,14,2024,11,1,2,0
Electronics,480.26,2,Apple Pay,Tablet,Email,2024,10,30,2,14,2024,10,31,1,1
Electronics,118.29,1,Google Pay,Desktop,Paid Search,2024,10,30,2,14,2024,11,1,2,0
Electronics,310.61,1,PayPal,Desktop,Paid Search,2024,10,30,2,14,2024,11,1,2,0
Electronics,25.96,1,Apple Pay,Mobile,Social,2024,10,30,2,14,2024,11,5,6,0
Home,240.12,1,Google Pay,Mobile,Organic,2024,10,30,2,14,2024,11,4,5,0
Beauty,176.67,1,Google Pay,Desktop,Social,2024,10,30,2,14,2024,10,31,1,1
Beauty,442.87,1,Apple Pay,Mobile,Social,2024,10,30,2,14,2024,11,2,3,0
Electronics,357.5,3,Debit Card,Tablet,Social,2024,10,30,2,14,2024,11,2,3,0
Electronics,293.1,1,PayPal,Desktop,Social,2024,10,30,2,14,2024,11,4,5,0
Home,312.28,1,Credit Card,Mobile,Social,2024,10,30,2,14,2024,11,2,3,0
Clothing,458.55,5,Credit Card,Desktop,Social,2024,10,30,2,14,2024,11,1,2,0
Beauty,116.72,1,Google Pay,Desktop,Email,2024,10,30,2,14,2024,11,4,5,0
Electronics,155.19,1,Debit Card,Mobile,Paid Search,2024,10,30,2,14,2024,11,6,7,0
Books,255.09,1,Google Pay,Desktop,Email,2024,10,31,3,14,2024,11,3,3,0
Toys,121.74,2,Apple Pay,Tablet,Paid Search,2024,10,31,3,14,2024,11,5,5,0
Books,413.12,2,Credit Card,Tablet,Social,2024,10,31,3,14,2024,11,5,5,0
Toys,205.89,1,Google Pay,Tablet,Social,2024,10,31,3,14,2024,11,3,3,0
Beauty,384.09,2,PayPal,Mobile,Email,2024,10,31,3,14,2024,11,6,6,0
Toys,31.47,1,Credit Card,Desktop,Paid Search,2024,10,31,3,14,2024,11,6,6,0
Electronics,219.69,5,Credit Card,Desktop,Social,2024,10,31,3,14,2024,11,7,7,0
Electronics,492.77,3,Credit Card,Tablet,Organic,2024,10,31,3,14,2024,11,3,3,0
Books,429.09,1,PayPal,Desktop,Email,2024,10,31,3,14,2024,11,1,1,0
Beauty,120.25,4,Debit Card,Tablet,Email,2024,10,31,3,14,2024,11,6,6,0
Home,155.57,4,Debit Card,Desktop,Organic,2024,10,31,3,14,2024,11,2,2,0
Books,417.86,1,Debit Card,Mobile,Paid Search,2024,10,31,3,14,2024,11,4,4,0
Home,398.65,1,Credit Card,Desktop,Social,2024,10,31,3,14,2024,11,1,1,0
Beauty,108.19,2,Google Pay,Mobile,Organic,2024,10,31,3,14,2024,11,5,5,0
Clothing,313.57,4,Apple Pay,Mobile,Paid Search,2024,10,31,3,14,2024,11,1,1,0
Electronics,377.15,2,Credit Card,Tablet,Social,2024,10,31,3,14,2024,11,7,7,0
Home,63.92,1,Google Pay,Tablet,Paid Search,2024,10,31,3,14,2024,11,1,1,0
Books,302.03,1,Credit Card,Tablet,Organic,2024,10,31,3,14,2024,11,6,6,0
Electronics,17.3,4,Google Pay,Tablet,Paid Search,2024,10,31,3,14,2024,11,3,3,0
Clothing,480.61,3,Debit Card,Desktop,Paid Search,2024,10,31,3,14,2024,11,1,1,0
Clothing,22.01,3,Apple Pay,Tablet,Organic,2024,10,31,3,14,2024,11,3,3,0
Clothing,218.72,1,Credit Card,Tablet,Organic,2024,11,1,4,14,2024,11,5,4,3
Clothing,123.94,1,PayPal,Tablet,Paid Search,2024,11,1,4,14,2024,11,3,2,3
Home,105.8,4,Credit Card,Mobile,Social,2024,11,1,4,14,2024,11,3,2,3
Books,251.17,1,Credit Card,Tablet,Organic,2024,11,1,4,14,2024,11,2,1,3
Clothing,407.4,4,Debit Card,Mobile,Organic,2024,11,1,4,14,2024,11,4,3,3
Home,323.19,3,Google Pay,Mobile,Paid Search,2024,11,1,4,14,2024,11,2,1,3
Clothing,32.0,5,Google Pay,Tablet,Social,2024,11,1,4,14,2024,11,3,2,3
Books,27.22,4,PayPal,Tablet,Social,2024,11,1,4,14,2024,11,2,1,3
Electronics,447.88,4,PayPal,Tablet,Email,2024,11,1,4,14,2024,11,4,3,3
Electronics,247.76,2,Apple Pay,Desktop,Social,2024,11,1,4,14,2024,11,3,2,3
Home,244.74,6,Debit Card,Tablet,Social,2024,11,1,4,14,2024,11,2,1,3
Beauty,216.47,5,Apple Pay,Mobile,Email,2024,11,1,4,14,2024,11,5,4,3
Home,203.68,2,PayPal,Desktop,Social,2024,11,1,4,14,2024,11,7,6,3
Home,404.22,1,PayPal,Desktop,Organic,2024,11,1,4,14,2024,11,7,6,3
Books,376.2,1,Apple Pay,Desktop,Paid Search,2024,11,1,4,14,2024,11,3,2,3
Toys,145.6,1,Google Pay,Tablet,Email,2024,11,1,4,14,2024,11,3,2,3
Beauty,247.09,3,Credit Card,Tablet,Social,2024,11,1,4,14,2024,11,4,3,3
Home,407.41,4,Credit Card,Desktop,Organic,2024,11,1,4,14,2024,11,8,7,3
Electronics,480.88,1,Credit Card,Mobile,Email,2024,11,1,4,14,2024,11,8,7,3
Electronics,344.81,1,Google Pay,Tablet,Social,2024,11,1,4,14,2024,11,4,3,3
Toys,129.38,1,Credit Card,Mobile,Social,2024,11,1,4,14,2024,11,8,7,3
